date,year,value,series_id
1925-01-01,1925,8.65328,A191RD3A086NBEA
1926-01-01,1926,8.704483,A191RD3A086NBEA
1927-01-01,1927,8.516739,A191RD3A086NBEA
1928-01-01,1928,8.619145,A191RD3A086NBEA
1929-01-01,1929,8.988659,A191RD3A086NBEA
1930-01-01,1930,8.636212,A191RD3A086NBEA
1931-01-01,1931,7.769178,A191RD3A086NBEA
1932-01-01,1932,6.907263,A191RD3A086NBEA
1933-01-01,1933,6.715252,A191RD3A086NBEA
1934-01-01,1934,7.15133,A191RD3A086NBEA
1935-01-01,1935,7.26995,A191RD3A086NBEA
1936-01-01,1936,7.300672,A191RD3A086NBEA
1937-01-01,1937,7.660798,A191RD3A086NBEA
1938-01-01,1938,7.496949,A191RD3A086NBEA
1939-01-01,1939,7.382596,A191RD3A086NBEA
1940-01-01,1940,7.460254,A191RD3A086NBEA
1941-01-01,1941,7.979109,A191RD3A086NBEA
1942-01-01,1942,8.77702,A191RD3A086NBEA
1943-01-01,1943,9.352199,A191RD3A086NBEA
1944-01-01,1944,9.595412,A191RD3A086NBEA
1945-01-01,1945,9.856547,A191RD3A086NBEA
1946-01-01,1946,10.919006,A191RD3A086NBEA
1947-01-01,1947,12.109472,A191RD3A086NBEA
1948-01-01,1948,12.948345,A191RD3A086NBEA
1949-01-01,1949,12.86642,A191RD3A086NBEA
1950-01-01,1950,12.97992,A191RD3A086NBEA
1951-01-01,1951,13.924612,A191RD3A086NBEA
1952-01-01,1952,14.138811,A191RD3A086NBEA
1953-01-01,1953,14.323141,A191RD3A086NBEA
1954-01-01,1954,14.466509,A191RD3A086NBEA
1955-01-01,1955,14.65852,A191RD3A086NBEA
1956-01-01,1956,15.08265,A191RD3A086NBEA
1957-01-01,1957,15.591265,A191RD3A086NBEA
1958-01-01,1958,15.968459,A191RD3A086NBEA
1959-01-01,1959,16.222766,A191RD3A086NBEA
1960-01-01,1960,16.481341,A191RD3A086NBEA
1961-01-01,1961,16.659697,A191RD3A086NBEA
1962-01-01,1962,16.875603,A191RD3A086NBEA
1963-01-01,1963,17.076147,A191RD3A086NBEA
1964-01-01,1964,17.333868,A191RD3A086NBEA
1965-01-01,1965,17.670953,A191RD3A086NBEA
1966-01-01,1966,18.200903,A191RD3A086NBEA
1967-01-01,1967,18.754747,A191RD3A086NBEA
1968-01-01,1968,19.554365,A191RD3A086NBEA
1969-01-01,1969,20.49223,A191RD3A086NBEA
1970-01-01,1970,21.605038,A191RD3A086NBEA
1971-01-01,1971,22.715287,A191RD3A086NBEA
1972-01-01,1972,23.694968,A191RD3A086NBEA
1973-01-01,1973,24.994666,A191RD3A086NBEA
1974-01-01,1974,27.168227,A191RD3A086NBEA
1975-01-01,1975,29.558546,A191RD3A086NBEA
1976-01-01,1976,31.202157,A191RD3A086NBEA
1977-01-01,1977,33.165786,A191RD3A086NBEA
1978-01-01,1978,35.316306,A191RD3A086NBEA
1979-01-01,1979,38.231454,A191RD3A086NBEA
1980-01-01,1980,41.675698,A191RD3A086NBEA
1981-01-01,1981,45.538953,A191RD3A086NBEA
1982-01-01,1982,48.298786,A191RD3A086NBEA
1983-01-01,1983,50.281189,A191RD3A086NBEA
1984-01-01,1984,52.195322,A191RD3A086NBEA
1985-01-01,1985,53.896109,A191RD3A086NBEA
1986-01-01,1986,55.04732,A191RD3A086NBEA
1987-01-01,1987,56.505748,A191RD3A086NBEA
1988-01-01,1988,58.481324,A191RD3A086NBEA
1989-01-01,1989,60.714621,A191RD3A086NBEA
1990-01-01,1990,62.957305,A191RD3A086NBEA
1991-01-01,1991,64.939709,A191RD3A086NBEA
1992-01-01,1992,66.438245,A191RD3A086NBEA
1993-01-01,1993,67.902646,A191RD3A086NBEA
1994-01-01,1994,69.238187,A191RD3A086NBEA
1995-01-01,1995,70.570314,A191RD3A086NBEA
1996-01-01,1996,71.69763,A191RD3A086NBEA
1997-01-01,1997,72.77033,A191RD3A086NBEA
1998-01-01,1998,73.476929,A191RD3A086NBEA
1999-01-01,1999,74.471117,A191RD3A086NBEA
2000-01-01,2000,75.698279,A191RD3A086NBEA
2001-01-01,2001,77.114037,A191RD3A086NBEA
2002-01-01,2002,78.211485,A191RD3A086NBEA
2003-01-01,2003,79.525691,A191RD3A086NBEA
2004-01-01,2004,81.357899,A191RD3A086NBEA
2005-01-01,2005,83.346276,A191RD3A086NBEA
2006-01-01,2006,85.338067,A191RD3A086NBEA
2007-01-01,2007,87.38362,A191RD3A086NBEA
2008-01-01,2008,88.953841,A191RD3A086NBEA
2009-01-01,2009,89.651053,A191RD3A086NBEA
2010-01-01,2010,90.657188,A191RD3A086NBEA
2011-01-01,2011,92.455262,A191RD3A086NBEA
2012-01-01,2012,93.911982,A191RD3A086NBEA
2013-01-01,2013,95.097328,A191RD3A086NBEA
2014-01-01,2014,96.561729,A191RD3A086NBEA
2015-01-01,2015,97.428764,A191RD3A086NBEA
2016-01-01,2016,98.338468,A191RD3A086NBEA
2017-01-01,2017,100.0,A191RD3A086NBEA
2018-01-01,2018,102.10017,A191RD3A086NBEA
2019-01-01,2019,103.789864,A191RD3A086NBEA
2020-01-01,2020,105.100656,A191RD3A086NBEA
2021-01-01,2021,109.510074,A191RD3A086NBEA
2022-01-01,2022,116.450619,A191RD3A086NBEA
2023-01-01,2023,119.935826,A191RD3A086NBEA
