year,line_number,line_desc,value,table_label,table_name,source
1929,1,Private fixed assets,336.0,private_net_cc,FAAt401,SEED
1929,2,Nonresidential,211.0,private_net_cc,FAAt401,SEED
1929,3,Structures,160.0,private_net_cc,FAAt401,SEED
1929,6,Equipment,48.0,private_net_cc,FAAt401,SEED
1929,9,Intellectual property products,3.0,private_net_cc,FAAt401,SEED
1929,13,Residential,125.0,private_net_cc,FAAt401,SEED
1930,1,Private fixed assets,314.93,private_net_cc,FAAt401,SEED
1930,2,Nonresidential,198.89,private_net_cc,FAAt401,SEED
1930,3,Structures,151.43,private_net_cc,FAAt401,SEED
1930,6,Equipment,44.38,private_net_cc,FAAt401,SEED
1930,9,Intellectual property products,3.08,private_net_cc,FAAt401,SEED
1930,13,Residential,116.04,private_net_cc,FAAt401,SEED
1931,1,Private fixed assets,295.24,private_net_cc,FAAt401,SEED
1931,2,Nonresidential,187.52,private_net_cc,FAAt401,SEED
1931,3,Structures,143.32,private_net_cc,FAAt401,SEED
1931,6,Equipment,41.04,private_net_cc,FAAt401,SEED
1931,9,Intellectual property products,3.16,private_net_cc,FAAt401,SEED
1931,13,Residential,107.72,private_net_cc,FAAt401,SEED
1932,1,Private fixed assets,276.84,private_net_cc,FAAt401,SEED
1932,2,Nonresidential,176.84,private_net_cc,FAAt401,SEED
1932,3,Structures,135.65,private_net_cc,FAAt401,SEED
1932,6,Equipment,37.95,private_net_cc,FAAt401,SEED
1932,9,Intellectual property products,3.24,private_net_cc,FAAt401,SEED
1932,13,Residential,100.0,private_net_cc,FAAt401,SEED
1933,1,Private fixed assets,259.63,private_net_cc,FAAt401,SEED
1933,2,Nonresidential,166.8,private_net_cc,FAAt401,SEED
1933,3,Structures,128.38,private_net_cc,FAAt401,SEED
1933,6,Equipment,35.09,private_net_cc,FAAt401,SEED
1933,9,Intellectual property products,3.33,private_net_cc,FAAt401,SEED
1933,13,Residential,92.83,private_net_cc,FAAt401,SEED
1934,1,Private fixed assets,243.55,private_net_cc,FAAt401,SEED
1934,2,Nonresidential,157.37,private_net_cc,FAAt401,SEED
1934,3,Structures,121.51,private_net_cc,FAAt401,SEED
1934,6,Equipment,32.44,private_net_cc,FAAt401,SEED
1934,9,Intellectual property products,3.42,private_net_cc,FAAt401,SEED
1934,13,Residential,86.18,private_net_cc,FAAt401,SEED
1935,1,Private fixed assets,228.51,private_net_cc,FAAt401,SEED
1935,2,Nonresidential,148.51,private_net_cc,FAAt401,SEED
1935,3,Structures,115.0,private_net_cc,FAAt401,SEED
1935,6,Equipment,30.0,private_net_cc,FAAt401,SEED
1935,9,Intellectual property products,3.51,private_net_cc,FAAt401,SEED
1935,13,Residential,80.0,private_net_cc,FAAt401,SEED
1936,1,Private fixed assets,230.34,private_net_cc,FAAt401,SEED
1936,2,Nonresidential,149.36,private_net_cc,FAAt401,SEED
1936,3,Structures,115.0,private_net_cc,FAAt401,SEED
1936,6,Equipment,30.76,private_net_cc,FAAt401,SEED
1936,9,Intellectual property products,3.6,private_net_cc,FAAt401,SEED
1936,13,Residential,80.98,private_net_cc,FAAt401,SEED
1937,1,Private fixed assets,232.2,private_net_cc,FAAt401,SEED
1937,2,Nonresidential,150.24,private_net_cc,FAAt401,SEED
1937,3,Structures,115.0,private_net_cc,FAAt401,SEED
1937,6,Equipment,31.54,private_net_cc,FAAt401,SEED
1937,9,Intellectual property products,3.7,private_net_cc,FAAt401,SEED
1937,13,Residential,81.96,private_net_cc,FAAt401,SEED
1938,1,Private fixed assets,234.1,private_net_cc,FAAt401,SEED
1938,2,Nonresidential,151.14,private_net_cc,FAAt401,SEED
1938,3,Structures,115.0,private_net_cc,FAAt401,SEED
1938,6,Equipment,32.34,private_net_cc,FAAt401,SEED
1938,9,Intellectual property products,3.8,private_net_cc,FAAt401,SEED
1938,13,Residential,82.96,private_net_cc,FAAt401,SEED
1939,1,Private fixed assets,236.03,private_net_cc,FAAt401,SEED
1939,2,Nonresidential,152.06,private_net_cc,FAAt401,SEED
1939,3,Structures,115.0,private_net_cc,FAAt401,SEED
1939,6,Equipment,33.16,private_net_cc,FAAt401,SEED
