year,line_number,line_desc,value,table_label,table_name,source
1929,1,Government fixed assets,2.57,govt_dep_cc,FAAt603,SEED
1929,2,National defense,0.64,govt_dep_cc,FAAt603,SEED
1929,6,Nondefense,1.93,govt_dep_cc,FAAt603,SEED
1930,1,Government fixed assets,2.62,govt_dep_cc,FAAt603,SEED
1930,2,National defense,0.68,govt_dep_cc,FAAt603,SEED
1930,6,Nondefense,1.94,govt_dep_cc,FAAt603,SEED
1931,1,Government fixed assets,2.67,govt_dep_cc,FAAt603,SEED
1931,2,National defense,0.72,govt_dep_cc,FAAt603,SEED
1931,6,Nondefense,1.96,govt_dep_cc,FAAt603,SEED
1932,1,Government fixed assets,2.73,govt_dep_cc,FAAt603,SEED
1932,2,National defense,0.76,govt_dep_cc,FAAt603,SEED
1932,6,Nondefense,1.97,govt_dep_cc,FAAt603,SEED
1933,1,Government fixed assets,2.79,govt_dep_cc,FAAt603,SEED
1933,2,National defense,0.8,govt_dep_cc,FAAt603,SEED
1933,6,Nondefense,1.99,govt_dep_cc,FAAt603,SEED
1934,1,Government fixed assets,2.85,govt_dep_cc,FAAt603,SEED
1934,2,National defense,0.85,govt_dep_cc,FAAt603,SEED
1934,6,Nondefense,2.0,govt_dep_cc,FAAt603,SEED
1935,1,Government fixed assets,2.92,govt_dep_cc,FAAt603,SEED
1935,2,National defense,0.9,govt_dep_cc,FAAt603,SEED
1935,6,Nondefense,2.02,govt_dep_cc,FAAt603,SEED
1936,1,Government fixed assets,2.99,govt_dep_cc,FAAt603,SEED
1936,2,National defense,0.95,govt_dep_cc,FAAt603,SEED
1936,6,Nondefense,2.03,govt_dep_cc,FAAt603,SEED
1937,1,Government fixed assets,3.06,govt_dep_cc,FAAt603,SEED
1937,2,National defense,1.01,govt_dep_cc,FAAt603,SEED
1937,6,Nondefense,2.05,govt_dep_cc,FAAt603,SEED
1938,1,Government fixed assets,3.14,govt_dep_cc,FAAt603,SEED
1938,2,National defense,1.07,govt_dep_cc,FAAt603,SEED
