year,line_number,line_desc,value,table_label,table_name,source
1925,1,Government fixed assets,3.42,govt_inv,FAAt604,SEED
1925,2,National defense,0.72,govt_inv,FAAt604,SEED
1925,6,Nondefense,2.7,govt_inv,FAAt604,SEED
1926,1,Government fixed assets,3.61,govt_inv,FAAt604,SEED
1926,2,National defense,0.77,govt_inv,FAAt604,SEED
1926,6,Nondefense,2.84,govt_inv,FAAt604,SEED
1927,1,Government fixed assets,3.82,govt_inv,FAAt604,SEED
1927,2,National defense,0.83,govt_inv,FAAt604,SEED
1927,6,Nondefense,2.98,govt_inv,FAAt604,SEED
1928,1,Government fixed assets,4.03,govt_inv,FAAt604,SEED
1928,2,National defense,0.89,govt_inv,FAAt604,SEED
1928,6,Nondefense,3.14,govt_inv,FAAt604,SEED
1929,1,Government fixed assets,3.08,govt_inv,FAAt604,SEED
1929,2,National defense,0.77,govt_inv,FAAt604,SEED
1929,6,Nondefense,2.31,govt_inv,FAAt604,SEED
1930,1,Government fixed assets,3.53,govt_inv,FAAt604,SEED
1930,2,National defense,1.15,govt_inv,FAAt604,SEED
1930,6,Nondefense,2.38,govt_inv,FAAt604,SEED
1931,1,Government fixed assets,3.61,govt_inv,FAAt604,SEED
1931,2,National defense,1.22,govt_inv,FAAt604,SEED
1931,6,Nondefense,2.4,govt_inv,FAAt604,SEED
1932,1,Government fixed assets,3.7,govt_inv,FAAt604,SEED
1932,2,National defense,1.29,govt_inv,FAAt604,SEED
1932,6,Nondefense,2.41,govt_inv,FAAt604,SEED
1933,1,Government fixed assets,3.8,govt_inv,FAAt604,SEED
1933,2,National defense,1.36,govt_inv,FAAt604,SEED
1933,6,Nondefense,2.43,govt_inv,FAAt604,SEED
1934,1,Government fixed assets,3.9,govt_inv,FAAt604,SEED
1934,2,National defense,1.44,govt_inv,FAAt604,SEED
1934,6,Nondefense,2.45,govt_inv,FAAt604,SEED
1935,1,Government fixed assets,4.0,govt_inv,FAAt604,SEED
1935,2,National defense,1.53,govt_inv,FAAt604,SEED
1935,6,Nondefense,2.47,govt_inv,FAAt604,SEED
1936,1,Government fixed assets,4.11,govt_inv,FAAt604,SEED
1936,2,National defense,1.62,govt_inv,FAAt604,SEED
1936,6,Nondefense,2.49,govt_inv,FAAt604,SEED
1937,1,Government fixed assets,4.23,govt_inv,FAAt604,SEED
1937,2,National defense,1.71,govt_inv,FAAt604,SEED
1937,6,Nondefense,2.51,govt_inv,FAAt604,SEED
1938,1,Government fixed assets,4.35,govt_inv,FAAt604,SEED
1938,2,National defense,1.81,govt_inv,FAAt604,SEED
1938,6,Nondefense,2.53,govt_inv,FAAt604,SEED
1939,1,Government fixed assets,4.47,govt_inv,FAAt604,SEED
1939,2,National defense,1.92,govt_inv,FAAt604,SEED
1939,6,Nondefense,2.55,govt_inv,FAAt604,SEED
1940,1,Government fixed assets,4.61,govt_inv,FAAt604,SEED
1940,2,National defense,2.03,govt_inv,FAAt604,SEED
1940,6,Nondefense,2.57,govt_inv,FAAt604,SEED
1941,1,Government fixed assets,12.66,govt_inv,FAAt604,SEED
1941,2,National defense,9.55,govt_inv,FAAt604,SEED
1941,6,Nondefense,3.1,govt_inv,FAAt604,SEED
1942,1,Government fixed assets,17.63,govt_inv,FAAt604,SEED
1942,2,National defense,14.48,govt_inv,FAAt604,SEED
1942,6,Nondefense,3.15,govt_inv,FAAt604,SEED
1943,1,Government fixed assets,25.15,govt_inv,FAAt604,SEED
1943,2,National defense,21.95,govt_inv,FAAt604,SEED
1943,6,Nondefense,3.2,govt_inv,FAAt604,SEED
1944,1,Government fixed assets,36.53,govt_inv,FAAt604,SEED
1944,2,National defense,33.27,govt_inv,FAAt604,SEED
1944,6,Nondefense,3.25,govt_inv,FAAt604,SEED
1945,1,Government fixed assets,53.74,govt_inv,FAAt604,SEED
1945,2,National defense,50.43,govt_inv,FAAt604,SEED
1945,6,Nondefense,3.31,govt_inv,FAAt604,SEED
1946,1,Government fixed assets,6.9,govt_inv,FAAt604,SEED
1946,2,National defense,0.1,govt_inv,FAAt604,SEED
1946,6,Nondefense,6.8,govt_inv,FAAt604,SEED
1947,1,Government fixed assets,7.36,govt_inv,FAAt604,SEED
1947,2,National defense,0.1,govt_inv,FAAt604,SEED
1947,6,Nondefense,7.26,govt_inv,FAAt604,SEED
1948,1,Government fixed assets,7.84,govt_inv,FAAt604,SEED
1948,2,National defense,0.1,govt_inv,FAAt604,SEED
1948,6,Nondefense,7.74,govt_inv,FAAt604,SEED
1949,1,Government fixed assets,8.37,govt_inv,FAAt604,SEED
1949,2,National defense,0.1,govt_inv,FAAt604,SEED
1949,6,Nondefense,8.27,govt_inv,FAAt604,SEED
1950,1,Government fixed assets,8.92,govt_inv,FAAt604,SEED
1950,2,National defense,0.1,govt_inv,FAAt604,SEED
1950,6,Nondefense,8.82,govt_inv,FAAt604,SEED
1951,1,Government fixed assets,29.73,govt_inv,FAAt604,SEED
1951,2,National defense,17.97,govt_inv,FAAt604,SEED
