year,line_number,line_desc,value,table_label,table_name,source
1925,1,Private fixed assets,196.5,private_net_hist,FAAt403,SEED
1925,2,Nonresidential,131.5,private_net_hist,FAAt403,SEED
1925,3,Structures,85.0,private_net_hist,FAAt403,SEED
1925,6,Equipment,44.0,private_net_hist,FAAt403,SEED
1925,9,Intellectual property products,2.5,private_net_hist,FAAt403,SEED
1925,13,Residential,65.0,private_net_hist,FAAt403,SEED
1926,1,Private fixed assets,205.48,private_net_hist,FAAt403,SEED
1926,2,Nonresidential,137.02,private_net_hist,FAAt403,SEED
1926,3,Structures,88.52,private_net_hist,FAAt403,SEED
1926,6,Equipment,45.88,private_net_hist,FAAt403,SEED
1926,9,Intellectual property products,2.62,private_net_hist,FAAt403,SEED
1926,13,Residential,68.46,private_net_hist,FAAt403,SEED
1927,1,Private fixed assets,214.88,private_net_hist,FAAt403,SEED
1927,2,Nonresidential,142.77,private_net_hist,FAAt403,SEED
1927,3,Structures,92.2,private_net_hist,FAAt403,SEED
1927,6,Equipment,47.83,private_net_hist,FAAt403,SEED
1927,9,Intellectual property products,2.74,private_net_hist,FAAt403,SEED
1927,13,Residential,72.11,private_net_hist,FAAt403,SEED
1928,1,Private fixed assets,224.71,private_net_hist,FAAt403,SEED
1928,2,Nonresidential,148.76,private_net_hist,FAAt403,SEED
1928,3,Structures,96.02,private_net_hist,FAAt403,SEED
1928,6,Equipment,49.87,private_net_hist,FAAt403,SEED
1928,9,Intellectual property products,2.87,private_net_hist,FAAt403,SEED
1928,13,Residential,75.95,private_net_hist,FAAt403,SEED
1929,1,Private fixed assets,235.0,private_net_hist,FAAt403,SEED
1929,2,Nonresidential,155.0,private_net_hist,FAAt403,SEED
1929,3,Structures,100.0,private_net_hist,FAAt403,SEED
1929,6,Equipment,52.0,private_net_hist,FAAt403,SEED
1929,9,Intellectual property products,3.0,private_net_hist,FAAt403,SEED
1929,13,Residential,80.0,private_net_hist,FAAt403,SEED
1930,1,Private fixed assets,229.54,private_net_hist,FAAt403,SEED
1930,2,Nonresidential,151.61,private_net_hist,FAAt403,SEED
1930,3,Structures,97.99,private_net_hist,FAAt403,SEED
1930,6,Equipment,50.54,private_net_hist,FAAt403,SEED
1930,9,Intellectual property products,3.08,private_net_hist,FAAt403,SEED
1930,13,Residential,77.93,private_net_hist,FAAt403,SEED
1931,1,Private fixed assets,224.23,private_net_hist,FAAt403,SEED
1931,2,Nonresidential,148.3,private_net_hist,FAAt403,SEED
1931,3,Structures,96.02,private_net_hist,FAAt403,SEED
1931,6,Equipment,49.12,private_net_hist,FAAt403,SEED
1931,9,Intellectual property products,3.16,private_net_hist,FAAt403,SEED
1931,13,Residential,75.92,private_net_hist,FAAt403,SEED
1932,1,Private fixed assets,219.04,private_net_hist,FAAt403,SEED
1932,2,Nonresidential,145.08,private_net_hist,FAAt403,SEED
1932,3,Structures,94.1,private_net_hist,FAAt403,SEED
1932,6,Equipment,47.74,private_net_hist,FAAt403,SEED
1932,9,Intellectual property products,3.24,private_net_hist,FAAt403,SEED
1932,13,Residential,73.96,private_net_hist,FAAt403,SEED
1933,1,Private fixed assets,213.99,private_net_hist,FAAt403,SEED
1933,2,Nonresidential,141.93,private_net_hist,FAAt403,SEED
1933,3,Structures,92.21,private_net_hist,FAAt403,SEED
1933,6,Equipment,46.39,private_net_hist,FAAt403,SEED
1933,9,Intellectual property products,3.33,private_net_hist,FAAt403,SEED
1933,13,Residential,72.05,private_net_hist,FAAt403,SEED
1934,1,Private fixed assets,209.06,private_net_hist,FAAt403,SEED
1934,2,Nonresidential,138.86,private_net_hist,FAAt403,SEED
1934,3,Structures,90.35,private_net_hist,FAAt403,SEED
1934,6,Equipment,45.09,private_net_hist,FAAt403,SEED
1934,9,Intellectual property products,3.42,private_net_hist,FAAt403,SEED
1934,13,Residential,70.19,private_net_hist,FAAt403,SEED
1935,1,Private fixed assets,204.25,private_net_hist,FAAt403,SEED
1935,2,Nonresidential,135.87,private_net_hist,FAAt403,SEED
1935,3,Structures,88.54,private_net_hist,FAAt403,SEED
1935,6,Equipment,43.82,private_net_hist,FAAt403,SEED
1935,9,Intellectual property products,3.51,private_net_hist,FAAt403,SEED
1935,13,Residential,68.38,private_net_hist,FAAt403,SEED
1936,1,Private fixed assets,199.57,private_net_hist,FAAt403,SEED
1936,2,Nonresidential,132.96,private_net_hist,FAAt403,SEED
1936,3,Structures,86.76,private_net_hist,FAAt403,SEED
1936,6,Equipment,42.59,private_net_hist,FAAt403,SEED
1936,9,Intellectual property products,3.6,private_net_hist,FAAt403,SEED
1936,13,Residential,66.62,private_net_hist,FAAt403,SEED
1937,1,Private fixed assets,195.01,private_net_hist,FAAt403,SEED
1937,2,Nonresidential,130.11,private_net_hist,FAAt403,SEED
1937,3,Structures,85.02,private_net_hist,FAAt403,SEED
1937,6,Equipment,41.39,private_net_hist,FAAt403,SEED
1937,9,Intellectual property products,3.7,private_net_hist,FAAt403,SEED
1937,13,Residential,64.9,private_net_hist,FAAt403,SEED
1938,1,Private fixed assets,190.56,private_net_hist,FAAt403,SEED
1938,2,Nonresidential,127.34,private_net_hist,FAAt403,SEED
1938,3,Structures,83.31,private_net_hist,FAAt403,SEED
1938,6,Equipment,40.23,private_net_hist,FAAt403,SEED
1938,9,Intellectual property products,3.8,private_net_hist,FAAt403,SEED
1938,13,Residential,63.22,private_net_hist,FAAt403,SEED
1939,1,Private fixed assets,186.23,private_net_hist,FAAt403,SEED
1939,2,Nonresidential,124.64,private_net_hist,FAAt403,SEED
1939,3,Structures,81.64,private_net_hist,FAAt403,SEED
1939,6,Equipment,39.1,private_net_hist,FAAt403,SEED
1939,9,Intellectual property products,3.9,private_net_hist,FAAt403,SEED
1939,13,Residential,61.59,private_net_hist,FAAt403,SEED
1940,1,Private fixed assets,182.0,private_net_hist,FAAt403,SEED
1940,2,Nonresidential,122.0,private_net_hist,FAAt403,SEED
1940,3,Structures,80.0,private_net_hist,FAAt403,SEED
1940,6,Equipment,38.0,private_net_hist,FAAt403,SEED
1940,9,Intellectual property products,4.0,private_net_hist,FAAt403,SEED
1940,13,Residential,60.0,private_net_hist,FAAt403,SEED
1941,1,Private fixed assets,190.46,private_net_hist,FAAt403,SEED
1941,2,Nonresidential,127.32,private_net_hist,FAAt403,SEED
1941,3,Structures,83.31,private_net_hist,FAAt403,SEED
1941,6,Equipment,39.78,private_net_hist,FAAt403,SEED
1941,9,Intellectual property products,4.23,private_net_hist,FAAt403,SEED
1941,13,Residential,63.14,private_net_hist,FAAt403,SEED
1942,1,Private fixed assets,199.32,private_net_hist,FAAt403,SEED
1942,2,Nonresidential,132.87,private_net_hist,FAAt403,SEED
1942,3,Structures,86.76,private_net_hist,FAAt403,SEED
1942,6,Equipment,41.63,private_net_hist,FAAt403,SEED
1942,9,Intellectual property products,4.47,private_net_hist,FAAt403,SEED
1942,13,Residential,66.45,private_net_hist,FAAt403,SEED
1943,1,Private fixed assets,208.6,private_net_hist,FAAt403,SEED
1943,2,Nonresidential,138.66,private_net_hist,FAAt403,SEED
1943,3,Structures,90.35,private_net_hist,FAAt403,SEED
1943,6,Equipment,43.58,private_net_hist,FAAt403,SEED
1943,9,Intellectual property products,4.73,private_net_hist,FAAt403,SEED
1943,13,Residential,69.94,private_net_hist,FAAt403,SEED
