year,line_number,line_desc,value,table_label,table_name,source
1929,1,Private fixed assets,21.14,private_inv,FAAt407,SEED
1929,2,Nonresidential,16.94,private_inv,FAAt407,SEED
1929,3,Structures,7.3,private_inv,FAAt407,SEED
1929,6,Equipment,8.93,private_inv,FAAt407,SEED
1929,9,Intellectual property products,0.72,private_inv,FAAt407,SEED
1929,13,Residential,4.2,private_inv,FAAt407,SEED
1930,1,Private fixed assets,4.16,private_inv,FAAt407,SEED
1930,2,Nonresidential,4.06,private_inv,FAAt407,SEED
1930,3,Structures,0.1,private_inv,FAAt407,SEED
1930,6,Equipment,3.26,private_inv,FAAt407,SEED
1930,9,Intellectual property products,0.7,private_inv,FAAt407,SEED
1930,13,Residential,0.1,private_inv,FAAt407,SEED
1931,1,Private fixed assets,3.93,private_inv,FAAt407,SEED
1931,2,Nonresidential,3.83,private_inv,FAAt407,SEED
1931,3,Structures,0.1,private_inv,FAAt407,SEED
1931,6,Equipment,3.02,private_inv,FAAt407,SEED
1931,9,Intellectual property products,0.71,private_inv,FAAt407,SEED
1931,13,Residential,0.1,private_inv,FAAt407,SEED
1932,1,Private fixed assets,3.72,private_inv,FAAt407,SEED
1932,2,Nonresidential,3.62,private_inv,FAAt407,SEED
1932,3,Structures,0.1,private_inv,FAAt407,SEED
1932,6,Equipment,2.79,private_inv,FAAt407,SEED
1932,9,Intellectual property products,0.73,private_inv,FAAt407,SEED
1932,13,Residential,0.1,private_inv,FAAt407,SEED
1933,1,Private fixed assets,3.54,private_inv,FAAt407,SEED
1933,2,Nonresidential,3.44,private_inv,FAAt407,SEED
1933,3,Structures,0.1,private_inv,FAAt407,SEED
1933,6,Equipment,2.58,private_inv,FAAt407,SEED
1933,9,Intellectual property products,0.76,private_inv,FAAt407,SEED
1933,13,Residential,0.1,private_inv,FAAt407,SEED
1934,1,Private fixed assets,3.35,private_inv,FAAt407,SEED
1934,2,Nonresidential,3.25,private_inv,FAAt407,SEED
1934,3,Structures,0.1,private_inv,FAAt407,SEED
1934,6,Equipment,2.39,private_inv,FAAt407,SEED
1934,9,Intellectual property products,0.77,private_inv,FAAt407,SEED
1934,13,Residential,0.1,private_inv,FAAt407,SEED
1935,1,Private fixed assets,3.2,private_inv,FAAt407,SEED
1935,2,Nonresidential,3.1,private_inv,FAAt407,SEED
1935,3,Structures,0.1,private_inv,FAAt407,SEED
1935,6,Equipment,2.21,private_inv,FAAt407,SEED
1935,9,Intellectual property products,0.79,private_inv,FAAt407,SEED
1935,13,Residential,0.1,private_inv,FAAt407,SEED
1936,1,Private fixed assets,13.96,private_inv,FAAt407,SEED
1936,2,Nonresidential,10.71,private_inv,FAAt407,SEED
1936,3,Structures,4.37,private_inv,FAAt407,SEED
1936,6,Equipment,5.53,private_inv,FAAt407,SEED
1936,9,Intellectual property products,0.81,private_inv,FAAt407,SEED
1936,13,Residential,3.25,private_inv,FAAt407,SEED
1937,1,Private fixed assets,14.15,private_inv,FAAt407,SEED
1937,2,Nonresidential,10.88,private_inv,FAAt407,SEED
1937,3,Structures,4.37,private_inv,FAAt407,SEED
1937,6,Equipment,5.67,private_inv,FAAt407,SEED
1937,9,Intellectual property products,0.84,private_inv,FAAt407,SEED
1937,13,Residential,3.28,private_inv,FAAt407,SEED
1938,1,Private fixed assets,14.36,private_inv,FAAt407,SEED
1938,2,Nonresidential,11.04,private_inv,FAAt407,SEED
1938,3,Structures,4.37,private_inv,FAAt407,SEED
1938,6,Equipment,5.81,private_inv,FAAt407,SEED
1938,9,Intellectual property products,0.86,private_inv,FAAt407,SEED
1938,13,Residential,3.32,private_inv,FAAt407,SEED
1939,1,Private fixed assets,14.57,private_inv,FAAt407,SEED
1939,2,Nonresidential,11.21,private_inv,FAAt407,SEED
1939,3,Structures,4.37,private_inv,FAAt407,SEED
1939,6,Equipment,5.96,private_inv,FAAt407,SEED
1939,9,Intellectual property products,0.88,private_inv,FAAt407,SEED
1939,13,Residential,3.36,private_inv,FAAt407,SEED
1940,1,Private fixed assets,14.79,private_inv,FAAt407,SEED
1940,2,Nonresidential,11.38,private_inv,FAAt407,SEED
1940,3,Structures,4.37,private_inv,FAAt407,SEED
1940,6,Equipment,6.11,private_inv,FAAt407,SEED
1940,9,Intellectual property products,0.9,private_inv,FAAt407,SEED
1940,13,Residential,3.4,private_inv,FAAt407,SEED
1941,1,Private fixed assets,20.72,private_inv,FAAt407,SEED
1941,2,Nonresidential,15.45,private_inv,FAAt407,SEED
1941,3,Structures,7.33,private_inv,FAAt407,SEED
1941,6,Equipment,6.97,private_inv,FAAt407,SEED
1941,9,Intellectual property products,1.15,private_inv,FAAt407,SEED
1941,13,Residential,5.27,private_inv,FAAt407,SEED
1942,1,Private fixed assets,21.45,private_inv,FAAt407,SEED
1942,2,Nonresidential,16.0,private_inv,FAAt407,SEED
1942,3,Structures,7.52,private_inv,FAAt407,SEED
1942,6,Equipment,7.26,private_inv,FAAt407,SEED
1942,9,Intellectual property products,1.23,private_inv,FAAt407,SEED
1942,13,Residential,5.44,private_inv,FAAt407,SEED
1943,1,Private fixed assets,22.2,private_inv,FAAt407,SEED
1943,2,Nonresidential,16.59,private_inv,FAAt407,SEED
1943,3,Structures,7.7,private_inv,FAAt407,SEED
1943,6,Equipment,7.58,private_inv,FAAt407,SEED
1943,9,Intellectual property products,1.31,private_inv,FAAt407,SEED
1943,13,Residential,5.62,private_inv,FAAt407,SEED
1944,1,Private fixed assets,23.02,private_inv,FAAt407,SEED
1944,2,Nonresidential,17.21,private_inv,FAAt407,SEED
1944,3,Structures,7.89,private_inv,FAAt407,SEED
1944,6,Equipment,7.91,private_inv,FAAt407,SEED
1944,9,Intellectual property products,1.41,private_inv,FAAt407,SEED
1944,13,Residential,5.81,private_inv,FAAt407,SEED
1945,1,Private fixed assets,23.84,private_inv,FAAt407,SEED
1945,2,Nonresidential,17.85,private_inv,FAAt407,SEED
1945,3,Structures,8.09,private_inv,FAAt407,SEED
1945,6,Equipment,8.25,private_inv,FAAt407,SEED
1945,9,Intellectual property products,1.51,private_inv,FAAt407,SEED
1945,13,Residential,6.0,private_inv,FAAt407,SEED
1946,1,Private fixed assets,50.26,private_inv,FAAt407,SEED
1946,2,Nonresidential,32.17,private_inv,FAAt407,SEED
1946,3,Structures,18.53,private_inv,FAAt407,SEED
1946,6,Equipment,12.03,private_inv,FAAt407,SEED
1946,9,Intellectual property products,1.62,private_inv,FAAt407,SEED
1946,13,Residential,18.09,private_inv,FAAt407,SEED
1947,1,Private fixed assets,56.29,private_inv,FAAt407,SEED
1947,2,Nonresidential,35.52,private_inv,FAAt407,SEED
1947,3,Structures,20.38,private_inv,FAAt407,SEED
1947,6,Equipment,13.4,private_inv,FAAt407,SEED
1947,9,Intellectual property products,1.74,private_inv,FAAt407,SEED
1947,13,Residential,20.77,private_inv,FAAt407,SEED
1948,1,Private fixed assets,63.09,private_inv,FAAt407,SEED
1948,2,Nonresidential,39.23,private_inv,FAAt407,SEED
1948,3,Structures,22.44,private_inv,FAAt407,SEED
1948,6,Equipment,14.93,private_inv,FAAt407,SEED
1948,9,Intellectual property products,1.86,private_inv,FAAt407,SEED
1948,13,Residential,23.86,private_inv,FAAt407,SEED
1949,1,Private fixed assets,70.73,private_inv,FAAt407,SEED
1949,2,Nonresidential,43.32,private_inv,FAAt407,SEED
1949,3,Structures,24.7,private_inv,FAAt407,SEED
1949,6,Equipment,16.63,private_inv,FAAt407,SEED
1949,9,Intellectual property products,1.99,private_inv,FAAt407,SEED
1949,13,Residential,27.42,private_inv,FAAt407,SEED
1950,1,Private fixed assets,79.33,private_inv,FAAt407,SEED
1950,2,Nonresidential,47.84,private_inv,FAAt407,SEED
1950,3,Structures,27.19,private_inv,FAAt407,SEED
1950,6,Equipment,18.52,private_inv,FAAt407,SEED
1950,9,Intellectual property products,2.14,private_inv,FAAt407,SEED
1950,13,Residential,31.49,private_inv,FAAt407,SEED
1951,1,Private fixed assets,74.91,private_inv,FAAt407,SEED
1951,2,Nonresidential,44.97,private_inv,FAAt407,SEED
1951,3,Structures,25.64,private_inv,FAAt407,SEED
1951,6,Equipment,16.81,private_inv,FAAt407,SEED
1951,9,Intellectual property products,2.52,private_inv,FAAt407,SEED
1951,13,Residential,29.95,private_inv,FAAt407,SEED
1952,1,Private fixed assets,81.92,private_inv,FAAt407,SEED
1952,2,Nonresidential,48.43,private_inv,FAAt407,SEED
1952,3,Structures,27.72,private_inv,FAAt407,SEED
1952,6,Equipment,17.95,private_inv,FAAt407,SEED
1952,9,Intellectual property products,2.76,private_inv,FAAt407,SEED
1952,13,Residential,33.49,private_inv,FAAt407,SEED
1953,1,Private fixed assets,89.61,private_inv,FAAt407,SEED
1953,2,Nonresidential,52.16,private_inv,FAAt407,SEED
1953,3,Structures,29.96,private_inv,FAAt407,SEED
1953,6,Equipment,19.17,private_inv,FAAt407,SEED
1953,9,Intellectual property products,3.03,private_inv,FAAt407,SEED
1953,13,Residential,37.46,private_inv,FAAt407,SEED
1954,1,Private fixed assets,98.07,private_inv,FAAt407,SEED
1954,2,Nonresidential,56.17,private_inv,FAAt407,SEED
1954,3,Structures,32.39,private_inv,FAAt407,SEED
1954,6,Equipment,20.46,private_inv,FAAt407,SEED
1954,9,Intellectual property products,3.32,private_inv,FAAt407,SEED
1954,13,Residential,41.9,private_inv,FAAt407,SEED
1955,1,Private fixed assets,107.37,private_inv,FAAt407,SEED
1955,2,Nonresidential,60.51,private_inv,FAAt407,SEED
1955,3,Structures,35.01,private_inv,FAAt407,SEED
1955,6,Equipment,21.86,private_inv,FAAt407,SEED
1955,9,Intellectual property products,3.64,private_inv,FAAt407,SEED
1955,13,Residential,46.86,private_inv,FAAt407,SEED
1956,1,Private fixed assets,95.66,private_inv,FAAt407,SEED
1956,2,Nonresidential,59.26,private_inv,FAAt407,SEED
1956,3,Structures,33.55,private_inv,FAAt407,SEED
1956,6,Equipment,21.73,private_inv,FAAt407,SEED
1956,9,Intellectual property products,3.98,private_inv,FAAt407,SEED
1956,13,Residential,36.4,private_inv,FAAt407,SEED
1957,1,Private fixed assets,102.17,private_inv,FAAt407,SEED
1957,2,Nonresidential,63.08,private_inv,FAAt407,SEED
1957,3,Structures,35.81,private_inv,FAAt407,SEED
1957,6,Equipment,22.9,private_inv,FAAt407,SEED
1957,9,Intellectual property products,4.37,private_inv,FAAt407,SEED
1957,13,Residential,39.09,private_inv,FAAt407,SEED
1958,1,Private fixed assets,109.14,private_inv,FAAt407,SEED
1958,2,Nonresidential,67.15,private_inv,FAAt407,SEED
1958,3,Structures,38.24,private_inv,FAAt407,SEED
1958,6,Equipment,24.12,private_inv,FAAt407,SEED
1958,9,Intellectual property products,4.79,private_inv,FAAt407,SEED
1958,13,Residential,41.99,private_inv,FAAt407,SEED
1959,1,Private fixed assets,116.58,private_inv,FAAt407,SEED
1959,2,Nonresidential,71.49,private_inv,FAAt407,SEED
1959,3,Structures,40.81,private_inv,FAAt407,SEED
1959,6,Equipment,25.43,private_inv,FAAt407,SEED
1959,9,Intellectual property products,5.25,private_inv,FAAt407,SEED
1959,13,Residential,45.09,private_inv,FAAt407,SEED
1960,1,Private fixed assets,124.55,private_inv,FAAt407,SEED
1960,2,Nonresidential,76.13,private_inv,FAAt407,SEED
1960,3,Structures,43.58,private_inv,FAAt407,SEED
1960,6,Equipment,26.8,private_inv,FAAt407,SEED
1960,9,Intellectual property products,5.75,private_inv,FAAt407,SEED
1960,13,Residential,48.43,private_inv,FAAt407,SEED
1961,1,Private fixed assets,123.71,private_inv,FAAt407,SEED
1961,2,Nonresidential,77.11,private_inv,FAAt407,SEED
1961,3,Structures,40.56,private_inv,FAAt407,SEED
1961,6,Equipment,30.25,private_inv,FAAt407,SEED
1961,9,Intellectual property products,6.3,private_inv,FAAt407,SEED
1961,13,Residential,46.6,private_inv,FAAt407,SEED
1962,1,Private fixed assets,131.49,private_inv,FAAt407,SEED
1962,2,Nonresidential,81.94,private_inv,FAAt407,SEED
1962,3,Structures,42.75,private_inv,FAAt407,SEED
1962,6,Equipment,32.28,private_inv,FAAt407,SEED
1962,9,Intellectual property products,6.9,private_inv,FAAt407,SEED
1962,13,Residential,49.56,private_inv,FAAt407,SEED
1963,1,Private fixed assets,139.8,private_inv,FAAt407,SEED
1963,2,Nonresidential,87.1,private_inv,FAAt407,SEED
1963,3,Structures,45.08,private_inv,FAAt407,SEED
1963,6,Equipment,34.45,private_inv,FAAt407,SEED
1963,9,Intellectual property products,7.58,private_inv,FAAt407,SEED
1963,13,Residential,52.7,private_inv,FAAt407,SEED
1964,1,Private fixed assets,148.62,private_inv,FAAt407,SEED
1964,2,Nonresidential,92.58,private_inv,FAAt407,SEED
1964,3,Structures,47.51,private_inv,FAAt407,SEED
1964,6,Equipment,36.77,private_inv,FAAt407,SEED
1964,9,Intellectual property products,8.3,private_inv,FAAt407,SEED
1964,13,Residential,56.04,private_inv,FAAt407,SEED
1965,1,Private fixed assets,158.03,private_inv,FAAt407,SEED
1965,2,Nonresidential,98.43,private_inv,FAAt407,SEED
1965,3,Structures,50.1,private_inv,FAAt407,SEED
1965,6,Equipment,39.24,private_inv,FAAt407,SEED
1965,9,Intellectual property products,9.09,private_inv,FAAt407,SEED
1965,13,Residential,59.6,private_inv,FAAt407,SEED
1966,1,Private fixed assets,185.38,private_inv,FAAt407,SEED
1966,2,Nonresidential,116.43,private_inv,FAAt407,SEED
1966,3,Structures,62.7,private_inv,FAAt407,SEED
1966,6,Equipment,43.77,private_inv,FAAt407,SEED
1966,9,Intellectual property products,9.96,private_inv,FAAt407,SEED
1966,13,Residential,68.95,private_inv,FAAt407,SEED
1967,1,Private fixed assets,199.07,private_inv,FAAt407,SEED
1967,2,Nonresidential,125.19,private_inv,FAAt407,SEED
1967,3,Structures,67.16,private_inv,FAAt407,SEED
1967,6,Equipment,47.11,private_inv,FAAt407,SEED
1967,9,Intellectual property products,10.93,private_inv,FAAt407,SEED
1967,13,Residential,73.88,private_inv,FAAt407,SEED
1968,1,Private fixed assets,213.78,private_inv,FAAt407,SEED
1968,2,Nonresidential,134.62,private_inv,FAAt407,SEED
1968,3,Structures,71.94,private_inv,FAAt407,SEED
1968,6,Equipment,50.7,private_inv,FAAt407,SEED
1968,9,Intellectual property products,11.97,private_inv,FAAt407,SEED
1968,13,Residential,79.15,private_inv,FAAt407,SEED
1969,1,Private fixed assets,229.55,private_inv,FAAt407,SEED
1969,2,Nonresidential,144.75,private_inv,FAAt407,SEED
1969,3,Structures,77.06,private_inv,FAAt407,SEED
1969,6,Equipment,54.57,private_inv,FAAt407,SEED
1969,9,Intellectual property products,13.11,private_inv,FAAt407,SEED
1969,13,Residential,84.8,private_inv,FAAt407,SEED
1970,1,Private fixed assets,246.53,private_inv,FAAt407,SEED
1970,2,Nonresidential,155.67,private_inv,FAAt407,SEED
1970,3,Structures,82.56,private_inv,FAAt407,SEED
1970,6,Equipment,58.74,private_inv,FAAt407,SEED
1970,9,Intellectual property products,14.38,private_inv,FAAt407,SEED
1970,13,Residential,90.86,private_inv,FAAt407,SEED
1971,1,Private fixed assets,352.05,private_inv,FAAt407,SEED
1971,2,Nonresidential,199.25,private_inv,FAAt407,SEED
1971,3,Structures,115.91,private_inv,FAAt407,SEED
1971,6,Equipment,67.32,private_inv,FAAt407,SEED
1971,9,Intellectual property products,16.01,private_inv,FAAt407,SEED
1971,13,Residential,152.8,private_inv,FAAt407,SEED
1972,1,Private fixed assets,391.36,private_inv,FAAt407,SEED
1972,2,Nonresidential,219.06,private_inv,FAAt407,SEED
1972,3,Structures,128.06,private_inv,FAAt407,SEED
1972,6,Equipment,73.38,private_inv,FAAt407,SEED
1972,9,Intellectual property products,17.63,private_inv,FAAt407,SEED
1972,13,Residential,172.3,private_inv,FAAt407,SEED
1973,1,Private fixed assets,435.13,private_inv,FAAt407,SEED
1973,2,Nonresidential,240.85,private_inv,FAAt407,SEED
1973,3,Structures,141.47,private_inv,FAAt407,SEED
1973,6,Equipment,79.98,private_inv,FAAt407,SEED
1973,9,Intellectual property products,19.39,private_inv,FAAt407,SEED
1973,13,Residential,194.28,private_inv,FAAt407,SEED
1974,1,Private fixed assets,483.88,private_inv,FAAt407,SEED
1974,2,Nonresidential,264.81,private_inv,FAAt407,SEED
1974,3,Structures,156.29,private_inv,FAAt407,SEED
1974,6,Equipment,87.17,private_inv,FAAt407,SEED
1974,9,Intellectual property products,21.34,private_inv,FAAt407,SEED
1974,13,Residential,219.08,private_inv,FAAt407,SEED
1975,1,Private fixed assets,538.17,private_inv,FAAt407,SEED
1975,2,Nonresidential,291.15,private_inv,FAAt407,SEED
1975,3,Structures,172.66,private_inv,FAAt407,SEED
1975,6,Equipment,95.02,private_inv,FAAt407,SEED
1975,9,Intellectual property products,23.47,private_inv,FAAt407,SEED
1975,13,Residential,247.03,private_inv,FAAt407,SEED
1976,1,Private fixed assets,667.49,private_inv,FAAt407,SEED
1976,2,Nonresidential,375.15,private_inv,FAAt407,SEED
1976,3,Structures,225.43,private_inv,FAAt407,SEED
1976,6,Equipment,123.9,private_inv,FAAt407,SEED
1976,9,Intellectual property products,25.82,private_inv,FAAt407,SEED
1976,13,Residential,292.33,private_inv,FAAt407,SEED
1977,1,Private fixed assets,755.62,private_inv,FAAt407,SEED
1977,2,Nonresidential,423.75,private_inv,FAAt407,SEED
1977,3,Structures,254.85,private_inv,FAAt407,SEED
1977,6,Equipment,140.49,private_inv,FAAt407,SEED
1977,9,Intellectual property products,28.41,private_inv,FAAt407,SEED
1977,13,Residential,331.87,private_inv,FAAt407,SEED
1978,1,Private fixed assets,855.44,private_inv,FAAt407,SEED
1978,2,Nonresidential,478.68,private_inv,FAAt407,SEED
1978,3,Structures,288.1,private_inv,FAAt407,SEED
1978,6,Equipment,159.32,private_inv,FAAt407,SEED
1978,9,Intellectual property products,31.27,private_inv,FAAt407,SEED
1978,13,Residential,376.76,private_inv,FAAt407,SEED
1979,1,Private fixed assets,968.46,private_inv,FAAt407,SEED
1979,2,Nonresidential,540.73,private_inv,FAAt407,SEED
1979,3,Structures,325.68,private_inv,FAAt407,SEED
1979,6,Equipment,180.66,private_inv,FAAt407,SEED
1979,9,Intellectual property products,34.4,private_inv,FAAt407,SEED
1979,13,Residential,427.72,private_inv,FAAt407,SEED
1980,1,Private fixed assets,1096.44,private_inv,FAAt407,SEED
1980,2,Nonresidential,610.86,private_inv,FAAt407,SEED
1980,3,Structures,368.16,private_inv,FAAt407,SEED
1980,6,Equipment,204.85,private_inv,FAAt407,SEED
1980,9,Intellectual property products,37.85,private_inv,FAAt407,SEED
1980,13,Residential,485.58,private_inv,FAAt407,SEED
1981,1,Private fixed assets,888.02,private_inv,FAAt407,SEED
1981,2,Nonresidential,516.52,private_inv,FAAt407,SEED
1981,3,Structures,286.46,private_inv,FAAt407,SEED
1981,6,Equipment,185.21,private_inv,FAAt407,SEED
1981,9,Intellectual property products,44.85,private_inv,FAAt407,SEED
1981,13,Residential,371.5,private_inv,FAAt407,SEED
1982,1,Private fixed assets,961.22,private_inv,FAAt407,SEED
1982,2,Nonresidential,559.16,private_inv,FAAt407,SEED
1982,3,Structures,308.91,private_inv,FAAt407,SEED
1982,6,Equipment,199.96,private_inv,FAAt407,SEED
1982,9,Intellectual property products,50.28,private_inv,FAAt407,SEED
1982,13,Residential,402.06,private_inv,FAAt407,SEED
1983,1,Private fixed assets,1040.48,private_inv,FAAt407,SEED
1983,2,Nonresidential,605.35,private_inv,FAAt407,SEED
1983,3,Structures,333.12,private_inv,FAAt407,SEED
1983,6,Equipment,215.87,private_inv,FAAt407,SEED
1983,9,Intellectual property products,56.35,private_inv,FAAt407,SEED
1983,13,Residential,435.14,private_inv,FAAt407,SEED
1984,1,Private fixed assets,1126.4,private_inv,FAAt407,SEED
1984,2,Nonresidential,655.46,private_inv,FAAt407,SEED
1984,3,Structures,359.23,private_inv,FAAt407,SEED
1984,6,Equipment,233.06,private_inv,FAAt407,SEED
1984,9,Intellectual property products,63.17,private_inv,FAAt407,SEED
1984,13,Residential,470.94,private_inv,FAAt407,SEED
1985,1,Private fixed assets,1219.49,private_inv,FAAt407,SEED
1985,2,Nonresidential,709.8,private_inv,FAAt407,SEED
1985,3,Structures,387.39,private_inv,FAAt407,SEED
1985,6,Equipment,251.61,private_inv,FAAt407,SEED
1985,9,Intellectual property products,70.8,private_inv,FAAt407,SEED
1985,13,Residential,509.69,private_inv,FAAt407,SEED
1986,1,Private fixed assets,1126.37,private_inv,FAAt407,SEED
1986,2,Nonresidential,680.0,private_inv,FAAt407,SEED
1986,3,Structures,337.1,private_inv,FAAt407,SEED
